test_file,test,base_time_min,base_time_mean,base_time_max,dynamo_time_min,dynamo_time_mean,dynamo_time_max,ratio
test_with.py,AssignmentTargetTestCase.testSingleComplexTarget,0.114,0.11624999999999999,0.118,0.513,0.5155000000000001,0.519,4.434408602150539
test_with.py,AssignmentTargetTestCase.testMultipleComplexTargets,0.116,0.11875,0.12,0.521,0.52625,0.532,4.431578947368421
test_heapq.py,TestErrorHandlingPython.test_heappop_mutating_heap,0.115,0.11825,0.12,0.519,0.52225,0.526,4.416490486257929
test_heapq.py,TestErrorHandlingPython.test_heappush_mutating_heap,0.115,0.1165,0.12,0.504,0.51425,0.526,4.414163090128755
test_itertools.py,TestBasicOps.test_filterfalse,0.117,0.119,0.12,0.517,0.5245,0.53,4.407563025210084
test_math.py,MathTests.testPow,0.12,0.1205,0.121,0.524,0.52625,0.53,4.367219917012449
test_set.py,TestSet.test_union,0.12,0.12025,0.121,0.514,0.5205,0.533,4.328482328482329
test_set.py,TestSetSubclass.test_symmetric_difference_update,0.119,0.1205,0.123,0.509,0.5215000000000001,0.53,4.327800829875519
test_collections.py,TestChainMap.test_new_child,0.118,0.11925,0.12,0.51,0.51475,0.52,4.316561844863732
test_set.py,TestSet.test_symmetric_difference,0.119,0.12025,0.121,0.511,0.51525,0.518,4.284823284823285
test_list.py,ListTest.test_count_index_remove_crashes,0.117,0.12,0.122,0.504,0.514,0.525,4.283333333333333
test_float.py,ReprTestCase.test_short_repr,0.115,0.11725,0.119,0.497,0.49824999999999997,0.5,4.249466950959488
test_set.py,TestSet.test_symmetric_difference_update,0.116,0.11975,0.121,0.486,0.4985,0.511,4.1628392484342385
test_collections.py,TestCollectionABCs.test_MutableSequence_mixins,0.114,0.11649999999999999,0.119,0.469,0.48,0.491,4.120171673819742
test_set.py,TestSetSubclass.test_contains,0.116,0.117,0.119,0.467,0.474,0.482,4.051282051282051
test_dict.py,DictTest.test_popitem,0.116,0.1185,0.12,0.47,0.477,0.483,4.025316455696203
test_ordered_dict.py,CPythonOrderedDictTests.test_merge_operator,0.117,0.11875,0.12,0.47,0.47724999999999995,0.483,4.018947368421053
test_collections.py,TestChainMap.test_missing,0.119,0.12,0.121,0.475,0.481,0.484,4.008333333333334
test_math.py,MathTests.testLdexp,0.116,0.11875,0.121,0.468,0.473,0.477,3.9831578947368422
test_set.py,TestSet.test_contains,0.116,0.11825000000000001,0.123,0.46,0.471,0.48,3.9830866807610987
test_set.py,TestFrozenSetSubclass.test_contains,0.12,0.12125,0.122,0.47,0.479,0.487,3.950515463917526
test_userdict.py,UserDictTest.test_read,0.116,0.11825,0.121,0.46,0.46325000000000005,0.467,3.91754756871036
test_bool.py,BoolTest.test_interpreter_convert_to_bool_raises,0.12,0.12,0.12,0.468,0.47,0.473,3.9166666666666665
test_contextlib.py,TestContextDecorator.test_contextdecorator_as_mixin,0.117,0.11925,0.122,0.456,0.46675,0.482,3.9140461215932913
test_complex.py,ComplexTest.test_constructor_from_string,0.116,0.119,0.121,0.455,0.46475,0.471,3.90546218487395
test_collections.py,TestCollectionABCs.test_issue26915,0.116,0.1185,0.121,0.458,0.46075,0.465,3.888185654008439
test_collections.py,TestCollectionABCs.test_equality_Set,0.117,0.11925,0.12,0.451,0.4615,0.467,3.870020964360587
test_set.py,TestFrozenSet.test_contains,0.119,0.121,0.122,0.451,0.46425,0.474,3.8367768595041323
test_sort.py,TestDecorateSortUndecorate.test_key_with_mutating_del_and_exception,0.116,0.1175,0.119,0.447,0.45,0.453,3.8297872340425534
test_operator.py,PyOperatorTestCase.test_ne,0.116,0.11775,0.119,0.446,0.45,0.453,3.8216560509554145
test_operator.py,PyOperatorTestCase.test_truth,0.114,0.11649999999999999,0.119,0.434,0.44375,0.45,3.8090128755364807
test_math.py,MathTests.test_nextafter,0.116,0.11775,0.12,0.44,0.4475,0.454,3.8004246284501066
test_sys.py,SysModuleTest.test_module_names,0.116,0.119,0.123,0.444,0.448,0.456,3.7647058823529416
test_collections.py,TestOneTrickPonyABCs.test_Callable,0.12,0.1205,0.121,0.451,0.4525,0.454,3.7551867219917017
test_iter.py,TestCase.test_exception_sequence,0.117,0.11725000000000001,0.118,0.432,0.4395,0.449,3.7484008528784645
test_ordered_dict.py,CPythonBuiltinDictTests.test_override_update,0.116,0.11875,0.122,0.44,0.445,0.451,3.7473684210526317
test_iter.py,TestCase.test_nested_comprehensions_for,0.115,0.11775,0.121,0.428,0.43925000000000003,0.447,3.7303609341825905
test_ordered_dict.py,CPythonOrderedDictTests.test_override_update,0.116,0.119,0.121,0.442,0.44325000000000003,0.444,3.724789915966387
test_iter.py,TestCase.test_new_style_iter_class,0.116,0.11875,0.12,0.439,0.44225000000000003,0.449,3.72421052631579
test_operator.py,PyOperatorTestCase.test_eq,0.119,0.1195,0.121,0.439,0.44475,0.449,3.721757322175732
test_userlist.py,UserListTest.test_extendedslicing,0.118,0.11925,0.12,0.429,0.4435,0.453,3.719077568134172
test_collections.py,TestUserObjects.test_dict_missing,0.116,0.117,0.119,0.43,0.435,0.446,3.7179487179487176
test_list.py,ListTest.test_getslice,0.117,0.119,0.121,0.434,0.44175,0.449,3.71218487394958
test_list.py,ListTest.test_list_index_modifing_operand,0.116,0.1185,0.123,0.427,0.4395,0.448,3.708860759493671
test_int.py,IntTestCases.test_int_base_limits,0.115,0.117,0.12,0.426,0.43325,0.436,3.702991452991453
test_collections.py,TestCollectionABCs.test_MutableSet,0.115,0.11725,0.12,0.425,0.43374999999999997,0.443,3.699360341151386
test_list.py,ListTest.test_lt_operator_modifying_operand,0.116,0.11925,0.122,0.435,0.441,0.443,3.69811320754717
test_collections.py,TestNamedTuple.test_namedtuple_subclass_issue_24931,0.119,0.1205,0.122,0.436,0.44525000000000003,0.453,3.695020746887967
test_set.py,TestWeirdBugs.test_iter_and_mutate,0.116,0.12,0.122,0.438,0.442,0.445,3.6833333333333336
test_collections.py,TestChainMap.test_iter_not_calling_getitem_on_maps,0.116,0.119,0.121,0.43,0.43775,0.444,3.6785714285714284
test_tuple.py,TupleTest.test_getslice,0.114,0.119,0.121,0.433,0.43725,0.441,3.67436974789916
test_collections.py,TestCollectionABCs.test_issue_4920,0.115,0.118,0.12,0.429,0.43325,0.443,3.671610169491526
test_collections.py,TestCollectionABCs.test_arithmetic_Set,0.116,0.12025,0.127,0.433,0.44125000000000003,0.45,3.66943866943867
test_with.py,FailureTestCase.testEnterThrows,0.119,0.11975,0.12,0.428,0.439,0.448,3.6659707724425887
test_dict.py,DictTest.test_dictitems_contains_use_after_free,0.119,0.12,0.121,0.435,0.43975,0.445,3.6645833333333333
test_iter.py,TestCase.test_nested_comprehensions_iter,0.119,0.1205,0.122,0.436,0.4405,0.444,3.6556016597510377
test_float.py,InfNanTest.test_inf_from_str,0.117,0.11925,0.121,0.435,0.43574999999999997,0.436,3.6540880503144653
test_iter.py,TestCase.test_iter_independence,0.119,0.12,0.121,0.433,0.438,0.445,3.6500000000000004
test_dict.py,DictTest.test_splittable_del,0.116,0.1175,0.119,0.422,0.42774999999999996,0.431,3.6404255319148935
test_with.py,ExceptionalTestCase.testRaisedGeneratorExit2,0.119,0.11925,0.12,0.43,0.4335,0.441,3.6352201257861636
test_collections.py,TestCollectionABCs.test_MutableMapping,0.12,0.12075,0.122,0.438,0.43875,0.441,3.6335403726708075
test_collections.py,TestCounter.test_helper_function,0.116,0.11750000000000001,0.122,0.42,0.42674999999999996,0.43,3.631914893617021
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_override_update,0.116,0.1195,0.121,0.427,0.43374999999999997,0.444,3.6297071129707112
test_dict.py,DictTest.test_splittable_pop,0.117,0.11975,0.121,0.433,0.43374999999999997,0.434,3.6221294363256784
test_itertools.py,TestVariousIteratorArgs.test_accumulate,0.12,0.12075,0.121,0.427,0.43725,0.442,3.6211180124223605
test_bool.py,BoolTest.test_bool_called_at_least_once,0.116,0.118,0.12,0.424,0.427,0.431,3.6186440677966103
test_contextlib.py,NullcontextTestCase.test_nullcontext,0.118,0.11975,0.121,0.427,0.433,0.441,3.615866388308977
test_with.py,FailureTestCase.testExitThrows,0.118,0.11975,0.121,0.422,0.43274999999999997,0.442,3.613778705636743
test_dict.py,DictTest.test_splittable_popitem,0.115,0.1175,0.12,0.418,0.424,0.432,3.6085106382978727
test_userlist.py,UserListTest.test_getitemoverwriteiter,0.115,0.11875,0.121,0.423,0.4285,0.431,3.608421052631579
test_with.py,ExitSwallowsExceptionTestCase.testExitTrueSwallowsException,0.116,0.11825,0.12,0.414,0.4265,0.436,3.6067653276955602
test_collections.py,TestCollectionABCs.test_isdisjoint_Set,0.116,0.1185,0.121,0.425,0.42674999999999996,0.429,3.60126582278481
test_list.py,ListTest.test_getitemoverwriteiter,0.118,0.12025,0.122,0.424,0.432,0.437,3.5925155925155927
test_ordered_dict.py,CPythonOrderedDictTests.test_overridden_init,0.116,0.11775,0.12,0.415,0.4225,0.435,3.5881104033970277
test_collections.py,TestCollectionABCs.test_issue8750,0.119,0.12,0.121,0.42,0.4305,0.436,3.5875
test_dict.py,DictTest.test_splittable_setdefault,0.117,0.1185,0.121,0.418,0.42474999999999996,0.434,3.5843881856540083
test_list.py,ListTest.test_getitem,0.117,0.12,0.122,0.425,0.43,0.433,3.5833333333333335
test_itertools.py,TestVariousIteratorArgs.test_product,0.115,0.11775,0.121,0.419,0.42174999999999996,0.423,3.581740976645435
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_overridden_init,0.117,0.119,0.121,0.416,0.4255,0.432,3.5756302521008405
test_ordered_dict.py,CPythonGeneralMappingTests.test_write,0.114,0.11725,0.121,0.408,0.419,0.423,3.5735607675906182
test_ordered_dict.py,CPythonSubclassMappingTests.test_write,0.119,0.12,0.121,0.427,0.4285,0.433,3.5708333333333333
test_set.py,TestFrozenSet.test_and,0.121,0.12175,0.123,0.43,0.4345,0.437,3.568788501026694
test_dict.py,DictTest.test_copy_noncompact,0.116,0.11825,0.121,0.418,0.421,0.424,3.5602536997885834
test_dict.py,DictTest.test_splittable_pop_pending,0.119,0.11975,0.121,0.42,0.426,0.43,3.55741127348643
test_tuple.py,TupleTest.test_tupleresizebug,0.115,0.11725,0.12,0.407,0.41674999999999995,0.423,3.554371002132196
test_itertools.py,TestBasicOps.test_zip,0.116,0.11775000000000001,0.121,0.415,0.4185,0.423,3.5541401273885347
test_range.py,RangeTest.test_large_range,0.118,0.11975,0.121,0.417,0.42525,0.437,3.551148225469729
test_tuple.py,TupleTest.test_getitemoverwriteiter,0.115,0.12025,0.126,0.416,0.42674999999999996,0.437,3.548856548856549
test_list.py,ListTest.test_setitem,0.116,0.1165,0.117,0.412,0.41274999999999995,0.414,3.542918454935622
test_list.py,ListTest.test_subscript,0.115,0.11675,0.118,0.41,0.41325,0.417,3.539614561027837
test_with.py,ExitSwallowsExceptionTestCase.testExitFalseDoesntSwallowException,0.114,0.1185,0.12,0.415,0.419,0.428,3.5358649789029535
test_int.py,IntStrDigitLimitsTests.test_power_of_two_bases_unlimited,0.116,0.12,0.122,0.422,0.42374999999999996,0.425,3.53125
test_dict.py,SubclassMappingTests.test_write,0.115,0.11725,0.12,0.412,0.41325,0.416,3.5245202558635396
test_itertools.py,TestBasicOps.test_chain,0.115,0.117,0.119,0.406,0.41175,0.42,3.519230769230769
test_range.py,RangeTest.test_large_operands,0.115,0.11775,0.12,0.413,0.41425,0.415,3.518046709129512
test_contextlib.py,TestAbstractContextManager.test_enter,0.116,0.11975,0.121,0.415,0.421,0.436,3.5156576200417535
test_complex.py,ComplexTest.test_repr_str,0.118,0.119,0.12,0.404,0.41825,0.426,3.5147058823529416
test_set.py,TestFrozenSet.test_or,0.116,0.12025,0.122,0.416,0.42074999999999996,0.425,3.4989604989604985
test_float.py,RoundTestCase.test_large_n,0.117,0.11825,0.119,0.412,0.4135,0.414,3.496828752642706
test_math.py,MathTests.testAtan2,0.118,0.11925,0.12,0.403,0.416,0.427,3.488469601677149
test_tuple.py,TupleTest.test_getitem,0.117,0.119,0.12,0.408,0.415,0.424,3.4873949579831933
test_set.py,TestFrozenSet.test_xor,0.115,0.11699999999999999,0.119,0.406,0.408,0.41,3.4871794871794872
test_with.py,NestedNonexceptionalTestCase.testSingleArgUnbound,0.115,0.1155,0.116,0.398,0.40275000000000005,0.406,3.4870129870129873
test_heapq.py,TestHeapPython.test_merge_does_not_suppress_index_error,0.118,0.11975,0.121,0.406,0.4175,0.425,3.4864300626304803
test_range.py,RangeTest.test_attributes,0.118,0.119,0.12,0.408,0.41474999999999995,0.419,3.4852941176470584
test_with.py,NestedNonexceptionalTestCase.testMultipleArgBound,0.114,0.1175,0.119,0.407,0.40925,0.411,3.4829787234042557
test_with.py,NestedNonexceptionalTestCase.testMultipleArgUnbound,0.119,0.12,0.121,0.413,0.41774999999999995,0.422,3.4812499999999997
test_operator.py,PyOperatorTestCase.test___all__,0.117,0.118,0.119,0.408,0.41074999999999995,0.416,3.4809322033898304
test_math.py,MathTests.testLog,0.116,0.11675,0.117,0.398,0.406,0.412,3.4775160599571735
test_heapq.py,TestErrorHandlingPython.test_non_sequence,0.115,0.11625,0.118,0.399,0.40425,0.41,3.4774193548387093
test_operator.py,PyOperatorTestCase.test_countOf,0.113,0.1155,0.119,0.395,0.4015,0.408,3.4761904761904763
test_ordered_dict.py,CPythonGeneralMappingTests.test_read,0.116,0.12,0.123,0.405,0.417,0.427,3.475
test_set.py,TestFrozenSetSubclass.test_xor,0.116,0.1165,0.117,0.396,0.404,0.413,3.467811158798283
test_dict.py,GeneralMappingTests.test_read,0.117,0.11925,0.12,0.41,0.4135,0.417,3.4675052410901466
test_userlist.py,UserListTest.test_delslice,0.119,0.12,0.121,0.406,0.416,0.42,3.466666666666667
test_dict.py,GeneralMappingTests.test_write,0.116,0.11875,0.121,0.409,0.41074999999999995,0.414,3.4589473684210525
test_collections.py,TestCollectionABCs.test_MutableMapping_subclass,0.114,0.11674999999999999,0.119,0.401,0.40375000000000005,0.406,3.458244111349037
test_float.py,InfNanTest.test_nan_from_str,0.119,0.12,0.121,0.414,0.41474999999999995,0.416,3.45625
test_set.py,TestFrozenSetSubclass.test_and,0.121,0.1215,0.122,0.411,0.4185,0.424,3.444444444444444
test_set.py,TestOnlySetsDict.test_ge_gt_le_lt,0.116,0.11925,0.122,0.397,0.4095,0.415,3.4339622641509435
test_set.py,TestOnlySetsNumeric.test_ge_gt_le_lt,0.115,0.118,0.123,0.391,0.40499999999999997,0.413,3.432203389830508
test_int.py,IntStrDigitLimitsTests.test_int_from_other_bases,0.116,0.119,0.12,0.404,0.40825,0.415,3.4306722689075633
test_collections.py,TestCounter.test_gt,0.116,0.11750000000000001,0.121,0.4,0.4025,0.408,3.425531914893617
test_collections.py,TestChainMap.test_order_preservation,0.12,0.1205,0.121,0.409,0.41274999999999995,0.418,3.425311203319502
test_set.py,TestOnlySetsString.test_ge_gt_le_lt,0.116,0.11875,0.122,0.403,0.40675,0.41,3.425263157894737
test_set.py,TestOnlySetsTuple.test_ge_gt_le_lt,0.115,0.11975,0.122,0.408,0.41,0.411,3.4237995824634653
test_math.py,MathTests.testFmod,0.115,0.11725,0.12,0.399,0.40125,0.404,3.422174840085288
test_collections.py,TestNamedTuple.test_odd_sizes,0.119,0.12025,0.121,0.409,0.4115,0.416,3.422037422037422
test_userdict.py,UserDictTest.test_get,0.117,0.1195,0.121,0.397,0.40875,0.421,3.420502092050209
test_operator.py,PyOperatorTestCase.test_call,0.116,0.11825,0.12,0.399,0.40325,0.412,3.4101479915433406
test_set.py,TestSetSubclass.test_sub_and_super,0.118,0.1185,0.12,0.402,0.404,0.407,3.4092827004219415
test_operator.py,PyOperatorTestCase.test_indexOf,0.119,0.11975,0.12,0.399,0.40775,0.417,3.4050104384133615
test_set.py,TestOnlySetsOperator.test_ge_gt_le_lt,0.117,0.11925,0.122,0.405,0.406,0.407,3.4046121593291407
test_set.py,TestFrozenSetSubclass.test_or,0.121,0.12175,0.123,0.41,0.4145,0.416,3.4045174537987677
test_operator.py,PyOperatorTestCase.test_delitem,0.114,0.11625,0.119,0.39,0.39575000000000005,0.399,3.4043010752688176
test_set.py,TestFrozenSet.test_sub,0.121,0.12125,0.122,0.407,0.41274999999999995,0.416,3.404123711340206
test_userdict.py,UserDictTest.test_constructor,0.114,0.11775,0.123,0.387,0.4,0.405,3.3970276008492575
test_itertools.py,TestBasicOps.test_filter,0.116,0.117,0.119,0.394,0.397,0.399,3.393162393162393
test_collections.py,TestChainMap.test_dict_coercion,0.118,0.119,0.12,0.398,0.40375,0.407,3.392857142857143
test_userlist.py,UserListTest.test_exhausted_iterator,0.115,0.118,0.121,0.397,0.4,0.406,3.3898305084745766
test_dict.py,DictTest.test_copy,0.116,0.11775,0.12,0.395,0.399,0.405,3.3885350318471343
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_issue24667,0.116,0.1185,0.121,0.391,0.40125,0.411,3.386075949367089
test_math.py,MathTests.testSqrt,0.115,0.119,0.121,0.394,0.40275,0.414,3.384453781512605
test_ordered_dict.py,CPythonOrderedDictTests.test_iterators_empty,0.117,0.1185,0.12,0.399,0.4005,0.405,3.379746835443038
test_math.py,MathTests.testCos,0.118,0.11925,0.12,0.401,0.403,0.404,3.3794549266247382
test_ordered_dict.py,CSimpleLRUCacheTests.test_pop,0.12,0.12075,0.122,0.403,0.408,0.411,3.3788819875776395
test_math.py,MathTests.testLog10,0.116,0.1185,0.122,0.399,0.39925,0.4,3.369198312236287
test_itertools.py,RegressionTests.test_sf_950057,0.118,0.11925,0.12,0.399,0.40175000000000005,0.405,3.3689727463312376
test_set.py,TestOnlySetsString.test_eq_ne,0.116,0.11625,0.117,0.386,0.3915,0.395,3.367741935483871
test_math.py,MathTests.testFrexp,0.115,0.1185,0.12,0.396,0.399,0.402,3.367088607594937
test_itertools.py,TestExamples.test_islice,0.118,0.1185,0.12,0.388,0.399,0.407,3.367088607594937
test_set.py,TestFrozenSetSubclass.test_sub,0.12,0.12075,0.121,0.397,0.4065,0.417,3.3664596273291925
test_tuple.py,TupleTest.test_subscript,0.115,0.11675,0.121,0.39,0.393,0.4,3.366167023554604
test_itertools.py,TestBasicOps.test_cycle,0.118,0.11925,0.121,0.392,0.40125,0.409,3.3647798742138364
test_range.py,RangeTest.test_range,0.117,0.1185,0.12,0.389,0.3985,0.409,3.3628691983122367
test_set.py,TestFrozenSetSubclass.test_sub_and_super,0.117,0.12,0.122,0.395,0.40325,0.412,3.3604166666666666
test_math.py,MathTests.testCopysign,0.118,0.11975,0.121,0.399,0.40225,0.412,3.3590814196242174
test_math.py,MathTests.testExp2,0.115,0.11775,0.12,0.387,0.39525,0.402,3.356687898089172
test_int_literal.py,TestHexOctBin.test_hex_baseline,0.116,0.11725000000000001,0.12,0.389,0.39275000000000004,0.396,3.3496801705756933
test_set.py,TestOnlySetsNumeric.test_eq_ne,0.115,0.1155,0.116,0.386,0.38675000000000004,0.388,3.3484848484848486
test_float.py,GeneralFloatCases.test_float_mod,0.117,0.11875,0.12,0.389,0.3975,0.405,3.3473684210526318
test_operator.py,PyOperatorTestCase.test_concat,0.118,0.119,0.12,0.394,0.39825,0.403,3.346638655462185
test_with.py,NonexceptionalTestCase.testNestedSingleStatements,0.117,0.11875,0.12,0.389,0.39725,0.407,3.345263157894737
test_contextlib.py,ContextManagerTestCase.test_recursive,0.121,0.12175,0.122,0.399,0.40725,0.416,3.344969199178645
test_list.py,ListTest.test_delitem,0.119,0.12125,0.125,0.404,0.4055,0.408,3.3443298969072166
test_iter.py,TestCase.test_mutating_seq_class_exhausted_iter,0.12,0.12025,0.121,0.395,0.402,0.406,3.343035343035343
test_ordered_dict.py,CSimpleLRUCacheTests.test_change_order_on_get,0.12,0.12075,0.121,0.402,0.4035,0.404,3.3416149068322984
test_complex.py,ComplexTest.test_mul,0.115,0.1165,0.12,0.381,0.38925,0.394,3.341201716738197
test_float.py,RoundTestCase.test_small_n,0.118,0.1195,0.121,0.394,0.39925,0.402,3.3410041841004183
test_math.py,MathTests.test_input_exceptions,0.115,0.11825,0.12,0.393,0.395,0.4,3.340380549682876
test_math.py,MathTests.testTan,0.12,0.12025,0.121,0.397,0.4015,0.407,3.338877338877339
test_list.py,ListTest.test_iadd,0.119,0.12025,0.121,0.391,0.4015,0.406,3.338877338877339
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_iterators_empty,0.117,0.11925,0.121,0.397,0.398,0.4,3.337526205450734
test_with.py,NonexceptionalTestCase.testBoundGenerator,0.115,0.11725,0.119,0.385,0.39125,0.397,3.336886993603412
test_math.py,MathTests.testAcosh,0.12,0.1205,0.121,0.396,0.402,0.405,3.336099585062241
test_set.py,TestOnlySetsString.test_union,0.115,0.11625,0.117,0.384,0.38775000000000004,0.393,3.335483870967742
test_with.py,NestedNonexceptionalTestCase.testSingleArgBoundToNonTuple,0.116,0.11825,0.119,0.393,0.39425,0.397,3.3340380549682878
test_set.py,TestOnlySetsOperator.test_sym_difference_update,0.114,0.1155,0.117,0.382,0.385,0.389,3.333333333333333
test_ordered_dict.py,CPythonOrderedDictTests.test_move_to_end,0.116,0.12025,0.123,0.389,0.40075,0.412,3.3326403326403327
test_ordered_dict.py,CPythonOrderedDictTests.test_fromkeys,0.116,0.1185,0.121,0.381,0.39475000000000005,0.402,3.331223628691984
test_collections.py,TestCounter.test_lt,0.119,0.11975,0.121,0.388,0.39875000000000005,0.404,3.329853862212944
test_iter.py,TestCase.test_iter_callable,0.115,0.11675,0.12,0.383,0.38875000000000004,0.395,3.3297644539614564
