test_file,test,base_time,dynamo_time,ratio
test_raise.py,TestRaise.test_raise_from_None,0.12,0.5473333333333333,4.561111111111111
test_raise.py,TestRaise.test_reraise,0.12066666666666666,0.558,4.624309392265194
test_raise.py,TestRaise.test_with_reraise1,0.11766666666666667,0.5589999999999999,4.75070821529745
test_raise.py,TestRaise.test_with_reraise2,0.12033333333333333,0.5623333333333334,4.673130193905817
test_raise.py,TestRaise.test_yield_reraise,0.12133333333333333,0.559,4.607142857142858
test_heapq.py,TestErrorHandlingPython.test_heappop_mutating_heap,0.118,0.7736666666666667,6.556497175141244
test_heapq.py,TestErrorHandlingPython.test_heappush_mutating_heap,0.11666666666666667,0.7726666666666667,6.622857142857144
test_heapq.py,TestHeapPython.test_heappop_max,0.117,0.5686666666666667,4.86039886039886
test_heapq.py,TestHeapPython.test_heappushpop,0.11800000000000001,0.576,4.881355932203389
test_heapq.py,TestHeapPython.test_merge_does_not_suppress_index_error,0.12,0.614,5.116666666666667
test_heapq.py,TestModules.test_py_functions,0.11666666666666667,0.5793333333333333,4.965714285714285
test_float.py,GeneralFloatCases.test_float_ceil,0.12066666666666666,0.5903333333333333,4.892265193370165
test_float.py,GeneralFloatCases.test_float_floor,0.12166666666666666,0.576,4.734246575342466
test_float.py,GeneralFloatCases.test_float_mod,0.12266666666666666,0.5896666666666667,4.807065217391305
test_float.py,GeneralFloatCases.test_float_pow,0.12066666666666666,1.224,10.14364640883978
test_float.py,GeneralFloatCases.test_is_integer,0.122,0.5556666666666668,4.55464480874317
test_float.py,GeneralFloatCases.test_noargs,0.11933333333333333,0.56,4.692737430167599
test_float.py,HexFloatTestCase.test_ends,0.12033333333333333,0.5626666666666666,4.67590027700831
test_float.py,HexFloatTestCase.test_from_hex,0.12133333333333333,0.9946666666666666,8.197802197802197
test_float.py,HexFloatTestCase.test_invalid_inputs,0.11966666666666666,0.5643333333333334,4.715877437325906
test_float.py,HexFloatTestCase.test_whitespace,0.12033333333333333,0.9606666666666667,7.983379501385041
test_float.py,IEEEFormatTestCase.test_double_specials_do_unpack,0.118,0.561,4.754237288135594
test_float.py,IEEEFormatTestCase.test_float_specials_do_unpack,0.119,0.555,4.663865546218488
test_float.py,IEEEFormatTestCase.test_serialized_float_rounding,0.12166666666666666,0.5616666666666666,4.616438356164384
test_float.py,InfNanTest.test_inf_as_str,0.12033333333333333,0.5696666666666667,4.734072022160665
test_float.py,InfNanTest.test_inf_from_str,0.12166666666666666,0.6396666666666667,5.257534246575343
test_float.py,InfNanTest.test_inf_signs,0.12166666666666666,0.5686666666666667,4.673972602739727
test_float.py,InfNanTest.test_nan_as_str,0.12066666666666666,0.5630000000000001,4.665745856353592
test_float.py,InfNanTest.test_nan_from_str,0.12,0.6043333333333333,5.0361111111111105
test_float.py,InfNanTest.test_nan_signs,0.12133333333333333,0.5586666666666666,4.604395604395604
test_float.py,ReprTestCase.test_short_repr,0.12233333333333334,0.7666666666666667,6.267029972752044
test_float.py,RoundTestCase.test_None_ndigits,0.121,0.5753333333333333,4.754820936639118
test_float.py,RoundTestCase.test_inf_nan,0.119,0.584,4.907563025210084
test_float.py,RoundTestCase.test_inf_nan_ndigits,0.119,0.5676666666666667,4.7703081232493
test_float.py,RoundTestCase.test_large_n,0.11733333333333333,0.6196666666666667,5.28125
test_float.py,RoundTestCase.test_overflow,0.11866666666666667,0.552,4.651685393258427
test_float.py,RoundTestCase.test_previous_round_bugs,0.12,0.575,4.791666666666666
test_float.py,RoundTestCase.test_small_n,0.12133333333333333,0.5703333333333334,4.700549450549451
test_dict.py,DictTest.test_bool,0.12066666666666666,0.5613333333333334,4.651933701657459
test_dict.py,DictTest.test_clear,0.11833333333333333,0.5693333333333334,4.8112676056338035
test_dict.py,DictTest.test_constructor,0.12066666666666666,0.5633333333333334,4.668508287292818
test_dict.py,DictTest.test_container_iterator,0.36933333333333335,0.5236666666666667,1.4178700361010832
test_dict.py,DictTest.test_contains,0.12,0.559,4.658333333333334
test_dict.py,DictTest.test_copy,0.122,0.5756666666666667,4.718579234972678
test_dict.py,DictTest.test_copy_noncompact,0.12233333333333334,0.608,4.970027247956403
test_dict.py,DictTest.test_dict_items_result_gc,0.21433333333333332,0.522,2.4354587869362367
test_dict.py,DictTest.test_dict_items_result_gc_reversed,0.21366666666666667,0.5356666666666667,2.5070202808112327
test_dict.py,DictTest.test_dictview_set_operations_on_keys,0.12133333333333333,0.6366666666666667,5.247252747252747
test_dict.py,DictTest.test_empty_presized_dict_in_freelist,0.12166666666666666,0.5613333333333334,4.6136986301369864
test_dict.py,DictTest.test_free_after_iterating,1.0063333333333333,0.5466666666666666,0.543226233852269
test_dict.py,DictTest.test_get,0.12466666666666666,0.575,4.612299465240642
test_dict.py,DictTest.test_len,0.11133333333333334,0.5573333333333333,5.005988023952096
test_dict.py,DictTest.test_popitem,0.10966666666666666,0.6906666666666667,6.297872340425532
test_dict.py,DictTest.test_resize1,0.11,0.548,4.981818181818182
test_dict.py,DictTest.test_reverse_iterator_for_empty_dict,0.11033333333333334,0.5766666666666667,5.226586102719033
test_dict.py,DictTest.test_string_keys_can_track_values,0.111,0.5746666666666667,5.177177177177177
test_dict.py,DictTest.test_track_dynamic,3.6416666666666666,0.5476666666666667,0.15038901601830665
test_dict.py,DictTest.test_track_literals,2.2953333333333332,0.5893333333333333,0.25675283183270403
test_dict.py,DictTest.test_track_subtypes,0.3456666666666667,0.5733333333333333,1.6586306653809062
test_dict.py,GeneralMappingTests.test_bool,0.133,0.5623333333333334,4.228070175438597
test_dict.py,GeneralMappingTests.test_constructor,0.125,0.577,4.616
test_dict.py,GeneralMappingTests.test_get,0.12333333333333334,0.5773333333333333,4.68108108108108
test_dict.py,GeneralMappingTests.test_getitem,0.12233333333333334,0.5666666666666667,4.632152588555858
test_dict.py,GeneralMappingTests.test_items,0.12266666666666666,0.5676666666666667,4.627717391304348
test_dict.py,GeneralMappingTests.test_keys,0.12266666666666666,0.5716666666666667,4.6603260869565215
test_dict.py,GeneralMappingTests.test_len,0.12366666666666666,0.559,4.520215633423181
test_dict.py,GeneralMappingTests.test_pop,0.12266666666666666,0.5723333333333332,4.665760869565217
test_dict.py,GeneralMappingTests.test_popitem,0.12233333333333334,0.5623333333333334,4.5967302452316074
test_dict.py,GeneralMappingTests.test_read,0.122,0.6096666666666667,4.997267759562842
test_dict.py,GeneralMappingTests.test_setdefault,0.12233333333333334,0.561,4.5858310626703
test_dict.py,GeneralMappingTests.test_values,0.12266666666666666,0.5676666666666667,4.627717391304348
test_dict.py,GeneralMappingTests.test_write,0.12166666666666666,0.6093333333333333,5.008219178082192
test_dict.py,SubclassMappingTests.test_constructor,0.12266666666666666,0.5626666666666666,4.586956521739131
test_dict.py,SubclassMappingTests.test_get,0.123,0.5856666666666667,4.761517615176152
test_dict.py,SubclassMappingTests.test_getitem,0.12266666666666666,0.5646666666666667,4.603260869565218
test_dict.py,SubclassMappingTests.test_items,0.12266666666666666,0.5676666666666667,4.627717391304348
test_dict.py,SubclassMappingTests.test_keys,0.123,0.574,4.666666666666666
test_dict.py,SubclassMappingTests.test_len,0.12233333333333334,0.559,4.569482288828338
test_dict.py,SubclassMappingTests.test_pop,0.12333333333333334,0.5756666666666667,4.667567567567567
test_dict.py,SubclassMappingTests.test_popitem,0.12266666666666666,0.5723333333333332,4.665760869565217
test_dict.py,SubclassMappingTests.test_setdefault,0.123,0.5633333333333332,4.5799457994579935
test_dict.py,SubclassMappingTests.test_values,0.12266666666666666,0.5673333333333332,4.624999999999999
test_dict.py,SubclassMappingTests.test_write,0.12266666666666666,0.6133333333333333,5.0
test_ordered_dict.py,CPythonBuiltinDictTests.test_abc,0.122,0.564,4.6229508196721305
test_ordered_dict.py,CPythonBuiltinDictTests.test_reinsert,0.12133333333333333,0.5743333333333333,4.733516483516483
test_ordered_dict.py,CPythonBuiltinDictTests.test_setitem,0.12166666666666666,0.5853333333333333,4.810958904109588
test_ordered_dict.py,CPythonGeneralMappingTests.test_bool,0.12233333333333334,0.5536666666666668,4.525885558583107
test_ordered_dict.py,CPythonGeneralMappingTests.test_constructor,0.12233333333333334,0.5673333333333334,4.637602179836512
test_ordered_dict.py,CPythonGeneralMappingTests.test_get,0.12133333333333333,0.5736666666666667,4.728021978021978
test_ordered_dict.py,CPythonGeneralMappingTests.test_getitem,0.123,0.564,4.585365853658536
test_ordered_dict.py,CPythonGeneralMappingTests.test_items,0.122,0.563,4.614754098360655
test_ordered_dict.py,CPythonGeneralMappingTests.test_keys,0.12166666666666666,0.568,4.668493150684931
test_ordered_dict.py,CPythonGeneralMappingTests.test_len,0.12233333333333334,0.555,4.536784741144414
test_ordered_dict.py,CPythonGeneralMappingTests.test_pop,0.122,0.5673333333333332,4.6502732240437155
test_ordered_dict.py,CPythonGeneralMappingTests.test_popitem,0.122,0.555,4.549180327868853
test_ordered_dict.py,CPythonGeneralMappingTests.test_read,0.12133333333333333,0.605,4.986263736263736
test_ordered_dict.py,CPythonGeneralMappingTests.test_setdefault,0.123,0.5673333333333334,4.612466124661247
test_ordered_dict.py,CPythonGeneralMappingTests.test_values,0.12266666666666666,0.5666666666666667,4.619565217391305
test_ordered_dict.py,CPythonGeneralMappingTests.test_write,0.12333333333333334,0.6083333333333333,4.932432432432432
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_abc,0.123,0.563,4.5772357723577235
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_issue24667,0.12133333333333333,0.5956666666666667,4.90934065934066
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_iterators_empty,0.12166666666666666,0.5983333333333333,4.917808219178082
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_reinsert,0.12266666666666666,0.5766666666666667,4.701086956521739
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_setitem,0.122,0.5803333333333333,4.756830601092895
test_ordered_dict.py,CPythonOrderedDictTests.test_abc,0.11766666666666667,0.561,4.767705382436261
test_ordered_dict.py,CPythonOrderedDictTests.test_dict_clear,0.11966666666666666,0.539,4.504178272980502
test_ordered_dict.py,CPythonOrderedDictTests.test_dict_setdefault,0.11733333333333333,0.539,4.59375
test_ordered_dict.py,CPythonOrderedDictTests.test_dict_setitem,0.11933333333333333,0.543,4.550279329608939
test_ordered_dict.py,CPythonOrderedDictTests.test_dict_update,0.12133333333333333,0.5533333333333333,4.56043956043956
test_ordered_dict.py,CPythonOrderedDictTests.test_fromkeys,0.11966666666666666,0.5703333333333332,4.766016713091922
test_ordered_dict.py,CPythonOrderedDictTests.test_issue24667,0.12166666666666666,0.5713333333333334,4.695890410958905
test_ordered_dict.py,CPythonOrderedDictTests.test_iterators_empty,0.119,0.583,4.899159663865546
test_ordered_dict.py,CPythonOrderedDictTests.test_reinsert,0.11933333333333333,0.5743333333333333,4.812849162011172
test_ordered_dict.py,CPythonOrderedDictTests.test_setitem,0.12066666666666666,0.5706666666666667,4.7292817679558015
test_ordered_dict.py,CPythonSubclassMappingTests.test_constructor,0.12233333333333334,0.5556666666666666,4.542234332425068
test_ordered_dict.py,CPythonSubclassMappingTests.test_get,0.12266666666666666,0.572,4.663043478260869
test_ordered_dict.py,CPythonSubclassMappingTests.test_getitem,0.11866666666666666,0.552,4.651685393258428
test_ordered_dict.py,CPythonSubclassMappingTests.test_items,0.12133333333333333,0.564,4.648351648351648
test_ordered_dict.py,CPythonSubclassMappingTests.test_keys,0.12166666666666666,0.5636666666666666,4.632876712328767
test_ordered_dict.py,CPythonSubclassMappingTests.test_len,0.12266666666666666,0.543,4.426630434782609
test_ordered_dict.py,CPythonSubclassMappingTests.test_pop,0.12166666666666666,0.5633333333333334,4.630136986301371
test_ordered_dict.py,CPythonSubclassMappingTests.test_popitem,0.12033333333333333,0.5503333333333333,4.573407202216067
test_ordered_dict.py,CPythonSubclassMappingTests.test_setdefault,0.11833333333333333,0.5463333333333333,4.616901408450705
test_ordered_dict.py,CPythonSubclassMappingTests.test_values,0.11933333333333333,0.5613333333333334,4.70391061452514
test_ordered_dict.py,CPythonSubclassMappingTests.test_write,0.12133333333333333,0.5913333333333333,4.873626373626373
test_ordered_dict.py,CSimpleLRUCacheTests.test_change_order_on_get,0.11866666666666666,0.5906666666666667,4.977528089887641
test_ordered_dict.py,CSimpleLRUCacheTests.test_pop,0.11966666666666666,0.6033333333333333,5.041782729805014
test_ordered_dict.py,PurePythonGeneralMappingTests.test_getitem,0.12233333333333334,0.5596666666666668,4.574931880108992
test_ordered_dict.py,PurePythonSubclassMappingTests.test_getitem,0.12033333333333333,0.5606666666666666,4.659279778393351
test_exception_variations.py,ExceptTestCases.test_nested,0.121,0.54,4.462809917355372
test_exception_variations.py,ExceptTestCases.test_nested_else,0.11866666666666666,0.5543333333333333,4.6713483146067425
test_exception_variations.py,ExceptTestCases.test_nested_exception_in_else,0.118,0.553,4.686440677966102
test_exception_variations.py,ExceptTestCases.test_nested_exception_in_except,0.11933333333333333,0.5446666666666667,4.5642458100558665
test_exception_variations.py,ExceptTestCases.test_nested_exception_in_finally_no_exception,0.11633333333333334,0.5486666666666667,4.716332378223496
test_exception_variations.py,ExceptTestCases.test_nested_exception_in_finally_with_exception,0.116,0.5393333333333333,4.649425287356322
test_exception_variations.py,ExceptTestCases.test_try_except,0.11833333333333333,0.5483333333333333,4.633802816901409
test_exception_variations.py,ExceptTestCases.test_try_except_else,0.11833333333333333,0.55,4.647887323943662
test_exception_variations.py,ExceptTestCases.test_try_except_else_finally,0.118,0.55,4.661016949152543
test_exception_variations.py,ExceptTestCases.test_try_except_else_finally_no_exception,0.11866666666666667,0.561,4.727528089887641
test_exception_variations.py,ExceptTestCases.test_try_except_else_no_exception,0.119,0.5576666666666668,4.686274509803923
test_exception_variations.py,ExceptTestCases.test_try_except_finally,0.12033333333333333,0.554,4.60387811634349
test_exception_variations.py,ExceptTestCases.test_try_except_finally_no_exception,0.119,0.5546666666666668,4.661064425770309
test_exception_variations.py,ExceptTestCases.test_try_except_no_exception,0.11966666666666666,0.5603333333333333,4.6824512534818945
test_exception_variations.py,ExceptTestCases.test_try_finally_no_exception,0.121,0.5636666666666666,4.658402203856749
test_itertools.py,RegressionTests.test_sf_950057,0.12166666666666666,0.5886666666666667,4.838356164383562
test_itertools.py,TestBasicOps.test_chain,0.12133333333333333,0.6013333333333333,4.956043956043955
test_itertools.py,TestBasicOps.test_chain_from_iterable,0.12033333333333333,0.598,4.969529085872576
test_itertools.py,TestBasicOps.test_cycle,0.122,0.588,4.819672131147541
test_itertools.py,TestBasicOps.test_filter,0.11933333333333333,0.5763333333333333,4.829608938547485
test_itertools.py,TestExamples.test_accumulate,0.12,0.564,4.699999999999999
test_itertools.py,TestExamples.test_chain,0.121,0.5526666666666666,4.567493112947658
test_itertools.py,TestExamples.test_chain_from_iterable,0.11866666666666666,0.5623333333333334,4.738764044943821
test_itertools.py,TestExamples.test_combinations,0.12233333333333334,0.5723333333333332,4.678474114441416
test_itertools.py,TestExamples.test_compress,0.119,0.5616666666666666,4.719887955182073
test_itertools.py,TestExamples.test_count,0.12266666666666666,0.5653333333333332,4.608695652173912
test_itertools.py,TestExamples.test_cycle,0.11966666666666666,0.576,4.813370473537605
test_itertools.py,TestExamples.test_dropwhile,0.11766666666666667,0.5676666666666667,4.824362606232294
test_itertools.py,TestExamples.test_filter,0.122,0.5673333333333332,4.6502732240437155
test_itertools.py,TestExamples.test_groupby,0.12233333333333334,0.5663333333333332,4.62942779291553
test_itertools.py,TestExamples.test_islice,0.12033333333333333,0.5676666666666667,4.717451523545706
test_itertools.py,TestExamples.test_map,0.12166666666666666,0.555,4.561643835616439
test_itertools.py,TestExamples.test_repeat,0.12166666666666666,0.5566666666666668,4.575342465753426
test_itertools.py,TestExamples.test_zip,0.12666666666666668,0.5653333333333334,4.463157894736842
test_itertools.py,TestExamples.test_zip_longest,0.119,0.5803333333333333,4.876750700280112
test_itertools.py,TestGC.test_accumulate,0.121,0.557,4.603305785123967
test_itertools.py,TestGC.test_chain,0.118,0.5553333333333333,4.706214689265537
test_itertools.py,TestGC.test_chain_from_iterable,0.12133333333333333,0.5483333333333333,4.519230769230769
test_itertools.py,TestGC.test_combinations,0.121,0.559,4.6198347107438025
test_itertools.py,TestGC.test_compress,0.121,0.5613333333333334,4.639118457300276
test_itertools.py,TestGC.test_cycle,0.12233333333333334,0.5446666666666667,4.452316076294278
test_itertools.py,TestGC.test_dropwhile,0.11933333333333333,0.5613333333333334,4.70391061452514
test_itertools.py,TestGC.test_filter,0.12,0.5563333333333333,4.636111111111111
test_itertools.py,TestGC.test_islice,0.12233333333333334,0.5626666666666666,4.599455040871934
test_itertools.py,TestGC.test_map,0.11933333333333333,0.5526666666666668,4.631284916201118
test_itertools.py,TestGC.test_pairwise,0.12166666666666666,0.557,4.5780821917808225
test_itertools.py,TestGC.test_repeat,0.12166666666666666,0.5553333333333333,4.564383561643836
test_itertools.py,TestGC.test_zip,0.12,0.5553333333333333,4.627777777777778
test_itertools.py,TestGC.test_zip_longest,0.11933333333333333,0.5653333333333332,4.737430167597765
test_itertools.py,TestVariousIteratorArgs.test_accumulate,0.119,0.625,5.2521008403361344
test_with.py,ExceptionalTestCase.testRaisedGeneratorExit1,0.117,0.5706666666666667,4.877492877492877
test_with.py,NestedNonexceptionalTestCase.testMultipleArgBound,0.12066666666666666,0.5836666666666667,4.837016574585635
test_with.py,NestedNonexceptionalTestCase.testMultipleArgUnbound,0.119,0.602,5.0588235294117645
test_with.py,NestedNonexceptionalTestCase.testSingleArgBoundToNonTuple,0.12166666666666666,0.5843333333333333,4.802739726027397
test_with.py,NestedNonexceptionalTestCase.testSingleArgBoundToSingleElementParenthesizedList,0.12033333333333333,0.5806666666666667,4.825484764542936
test_with.py,NestedNonexceptionalTestCase.testSingleArgInlineGeneratorSyntax,0.11933333333333333,0.5713333333333332,4.787709497206703
test_with.py,NestedNonexceptionalTestCase.testSingleArgUnbound,0.12133333333333333,0.5943333333333333,4.898351648351648
test_with.py,NestedWith.testEnterReturnsTuple,0.11666666666666667,0.568,4.868571428571428
test_with.py,NestedWith.testExceptionInEnter,0.11633333333333334,0.5576666666666666,4.793696275071633
test_with.py,NestedWith.testExceptionInExit,0.11933333333333333,0.554,4.64245810055866
test_with.py,NestedWith.testExceptionInExprList,0.117,0.5496666666666667,4.698005698005699
test_with.py,NestedWith.testNoExceptions,0.11766666666666667,0.551,4.68271954674221
test_with.py,NonLocalFlowControlTestCase.testWithBreak,0.11633333333333334,0.5646666666666667,4.8538681948424065
test_with.py,NonLocalFlowControlTestCase.testWithContinue,0.11833333333333333,0.5626666666666666,4.754929577464789
test_with.py,NonLocalFlowControlTestCase.testWithRaise,0.116,0.5536666666666668,4.772988505747127
test_with.py,NonLocalFlowControlTestCase.testWithReturn,0.11766666666666667,0.5566666666666668,4.730878186968839
test_with.py,NonLocalFlowControlTestCase.testWithYield,0.119,0.56,4.7058823529411775
test_with.py,NonexceptionalTestCase.testBoundGenerator,0.116,0.582,5.017241379310344
test_with.py,NonexceptionalTestCase.testInlineGeneratorBoundSyntax,0.11966666666666666,0.5656666666666667,4.727019498607243
test_with.py,NonexceptionalTestCase.testInlineGeneratorBoundToDottedVariable,0.11533333333333334,0.5576666666666666,4.8352601156069355
test_with.py,NonexceptionalTestCase.testInlineGeneratorBoundToExistingVariable,0.12,0.5696666666666667,4.747222222222223
test_with.py,NonexceptionalTestCase.testInlineGeneratorSyntax,0.12033333333333333,0.5633333333333334,4.6814404432132966
test_with.py,NonexceptionalTestCase.testNestedSingleStatements,0.12,0.5723333333333332,4.769444444444444
test_with.py,NonexceptionalTestCase.testUnboundGenerator,0.12,0.569,4.741666666666666
test_exceptions.py,ExceptionTests.testChainingDescriptors,0.11833333333333333,0.556,4.6985915492957755
test_exceptions.py,ExceptionTests.testNoneClearsTracebackAttr,0.11766666666666667,0.5606666666666666,4.764872521246459
test_exceptions.py,ExceptionTests.test_context_of_exception_in_else_and_finally,0.11933333333333333,0.5466666666666667,4.5810055865921795
test_exceptions.py,ExceptionTests.test_context_of_exception_in_except_and_finally,0.12266666666666666,0.5426666666666667,4.423913043478262
test_exceptions.py,ExceptionTests.test_context_of_exception_in_try_and_finally,0.12133333333333333,0.5593333333333333,4.60989010989011
test_exceptions.py,ExceptionTests.test_generator_doesnt_retain_old_exc,0.12266666666666666,0.571,4.654891304347826
test_exceptions.py,ExceptionTests.test_generator_doesnt_retain_old_exc2,0.121,0.5713333333333332,4.721763085399449
test_exceptions.py,ExceptionTests.test_generator_leaking2,0.121,0.5523333333333333,4.564738292011019
test_exceptions.py,ExceptionTests.test_generator_leaking3,0.12066666666666666,0.5436666666666667,4.505524861878454
test_exceptions.py,ExceptionTests.test_no_hang_on_context_chain_cycle1,0.12133333333333333,0.5503333333333333,4.535714285714286
test_exceptions.py,ExceptionTests.test_raise_in_generator,0.12066666666666666,0.553,4.582872928176796
test_exceptions.py,ExceptionTests.test_str,0.12133333333333333,0.561,4.623626373626374
test_exceptions.py,ExceptionTests.test_windows_message,0.0,0.13733333333333334,
test_tuple.py,TupleTest.test_bigrepeat,0.11666666666666667,0.566,4.8514285714285705
test_tuple.py,TupleTest.test_contains,0.12333333333333334,0.57,4.621621621621621
test_tuple.py,TupleTest.test_getitem,0.12266666666666666,0.6193333333333333,5.048913043478261
test_tuple.py,TupleTest.test_getslice,0.119,0.6323333333333333,5.313725490196078
test_tuple.py,TupleTest.test_hash_optional,0.12166666666666666,0.55,4.52054794520548
test_tuple.py,TupleTest.test_iadd,0.12066666666666667,0.5706666666666667,4.729281767955801
test_tuple.py,TupleTest.test_imul,0.12266666666666666,0.5696666666666667,4.644021739130435
test_tuple.py,TupleTest.test_len,0.122,0.5630000000000001,4.614754098360656
test_tuple.py,TupleTest.test_lexicographic_ordering,0.12133333333333333,0.552,4.54945054945055
test_tuple.py,TupleTest.test_minmax,0.12,0.5683333333333334,4.736111111111112
test_tuple.py,TupleTest.test_repr,0.12333333333333334,0.567,4.597297297297297
test_tuple.py,TupleTest.test_repr_large,0.169,0.981,5.804733727810651
test_tuple.py,TupleTest.test_subscript,0.119,0.607,5.100840336134454
test_tuple.py,TupleTest.test_truth,0.11933333333333333,0.544,4.5586592178770955
test_tuple.py,TupleTest.test_tupleresizebug,0.12133333333333333,0.6103333333333333,5.03021978021978
test_generator_stop.py,TestPEP479.test_stopiteration_wrapping,0.118,0.5273333333333333,4.468926553672317
test_generator_stop.py,TestPEP479.test_stopiteration_wrapping_context,0.12066666666666666,0.553,4.582872928176796
test_math.py,IsCloseTests.test_asymmetry,0.122,0.5713333333333332,4.683060109289617
test_math.py,IsCloseTests.test_eight_decimal_places,0.12266666666666666,0.5773333333333333,4.706521739130435
test_math.py,IsCloseTests.test_identical,0.12,0.568,4.733333333333333
test_math.py,IsCloseTests.test_identical_infinite,0.123,0.5683333333333332,4.620596205962059
test_math.py,IsCloseTests.test_inf_ninf_nan,0.12033333333333333,0.578,4.803324099722992
test_math.py,IsCloseTests.test_integers,0.12233333333333334,0.5683333333333334,4.645776566757493
test_math.py,IsCloseTests.test_near_zero,0.121,0.5706666666666667,4.7162534435261705
test_math.py,IsCloseTests.test_negative_tolerances,0.123,0.5613333333333334,4.563685636856369
test_math.py,IsCloseTests.test_zero_tolerance,0.121,0.5736666666666667,4.741046831955923
test_math.py,MathTests.testAcos,0.11966666666666666,0.596,4.9805013927576605
test_math.py,MathTests.testAcosh,0.121,0.608,5.024793388429752
test_math.py,MathTests.testAsin,0.12266666666666666,0.5996666666666667,4.888586956521739
test_math.py,MathTests.testAsinh,0.12233333333333334,0.5893333333333333,4.817438692098092
test_math.py,MathTests.testAtan,0.12233333333333334,0.587,4.798365122615803
test_math.py,MathTests.testAtan2,0.12366666666666666,0.632,5.110512129380054
test_math.py,MathTests.testAtanh,0.123,0.5903333333333333,4.799457994579945
test_math.py,MathTests.testCbrt,0.121,0.5916666666666667,4.889807162534435
test_math.py,MathTests.testConstants,0.12033333333333333,0.5743333333333333,4.772853185595567
test_math.py,MathTests.testCopysign,0.12266666666666666,0.6083333333333333,4.959239130434782
test_math.py,MathTests.testCos,0.12,0.5933333333333333,4.944444444444444
test_math.py,MathTests.testCosh,0.12166666666666666,0.59,4.8493150684931505
test_math.py,MathTests.testDegrees,0.11833333333333333,0.5806666666666667,4.907042253521126
test_math.py,MathTests.testExp,0.12066666666666667,0.6,4.972375690607734
test_math.py,MathTests.testExp2,0.12033333333333333,0.5823333333333333,4.839335180055401
test_math.py,MathTests.testFabs,0.11933333333333333,0.5806666666666667,4.865921787709497
test_math.py,MathTests.testFactorialHugeInputs,0.12133333333333333,0.5653333333333334,4.65934065934066
test_math.py,MathTests.testFmod,0.12333333333333334,0.607,4.921621621621622
test_math.py,MathTests.testFrexp,0.12,0.5716666666666667,4.763888888888889
test_math.py,MathTests.testIsfinite,0.12,0.5526666666666666,4.605555555555555
test_math.py,MathTests.testIsinf,0.11966666666666667,0.5589999999999999,4.671309192200557
test_math.py,MathTests.testIsnan,0.122,0.5599999999999999,4.590163934426229
test_math.py,MathTests.testLdexp,0.12066666666666667,0.6973333333333334,5.779005524861878
test_math.py,MathTests.testLog,0.121,0.603,4.983471074380165
test_math.py,MathTests.testLog10,0.12066666666666666,0.595,4.930939226519337
