test_file,test,base_time_min,base_time_mean,base_time_max,dynamo_time_min,dynamo_time_mean,dynamo_time_max,ratio
test_itertools.py,TestVariousIteratorArgs.test_compress,0.905,0.92325,0.941,5.785,5.8885000000000005,5.965,6.378012455997834
test_set.py,TestFrozenSetSubclass.test_isdisjoint,0.865,0.89775,0.927,3.988,4.11,4.304,4.578111946532999
test_set.py,TestFrozenSet.test_isdisjoint,0.869,0.88525,0.905,3.847,3.9245,3.968,4.433210957356679
test_set.py,TestSetSubclass.test_isdisjoint,0.858,0.863,0.868,3.574,3.63275,3.713,4.209443800695249
test_operator.py,PyOperatorTestCase.test_ne,0.197,0.2075,0.212,0.754,0.76175,0.781,3.6710843373493978
test_set.py,TestSet.test_isdisjoint,0.88,0.89325,0.908,3.185,3.206,3.241,3.5891407780576547
test_operator.py,PyOperatorTestCase.test_truth,0.209,0.2165,0.225,0.748,0.75925,0.768,3.5069284064665127
test_itertools.py,TestBasicOps.test_permutations,0.903,0.9115,0.918,3.144,3.1732500000000003,3.193,3.4813494240263307
test_itertools.py,TestBasicOps.test_product,0.89,0.91625,0.937,3.027,3.05375,3.077,3.3328785811732606
test_operator.py,PyOperatorTestCase.test_pow,0.207,0.2075,0.209,0.65,0.6725,0.695,3.2409638554216866
test_set.py,TestBasicOpsString.test_empty_difference_rev,0.177,0.20024999999999998,0.229,0.606,0.64225,0.684,3.2072409488139826
test_operator.py,PyOperatorTestCase.test_lshift,0.192,0.20925,0.221,0.646,0.671,0.685,3.2066905615292716
test_operator.py,PyOperatorTestCase.test_setitem,0.209,0.21625,0.226,0.686,0.68975,0.693,3.1895953757225435
test_operator.py,PyOperatorTestCase.test_le,0.18,0.2045,0.221,0.628,0.651,0.674,3.1833740831295847
test_iter.py,TestCase.test_iter_big_range,0.857,0.87525,0.915,2.754,2.7795,2.799,3.1756640959725795
test_operator.py,PyOperatorTestCase.test_neg,0.207,0.21425,0.227,0.646,0.66725,0.683,3.1143523920653444
test_set.py,TestBasicOpsString.test_empty_intersection,0.203,0.204,0.205,0.606,0.62025,0.645,3.0404411764705883
test_operator.py,PyOperatorTestCase.test_mod,0.219,0.248,0.273,0.664,0.7395,0.781,2.9818548387096775
test_operator.py,PyOperatorTestCase.test_lt,0.213,0.226,0.26,0.623,0.66225,0.694,2.9303097345132745
test_operator.py,PyOperatorTestCase.test_sub,0.21,0.23075,0.252,0.638,0.6705,0.763,2.9057421451787646
test_operator.py,PyOperatorTestCase.test_rshift,0.21,0.23299999999999998,0.271,0.658,0.6765,0.712,2.90343347639485
test_operator.py,PyOperatorTestCase.test_truediv,0.208,0.24,0.308,0.634,0.66125,0.699,2.7552083333333335
test_operator.py,PyOperatorTestCase.test_mul,0.225,0.253,0.275,0.627,0.6575,0.687,2.5988142292490117
test_float.py,GeneralFloatCases.test_float_pow,0.852,0.86275,0.875,2.072,2.0825,2.1,2.413793103448276
test_set.py,TestGraphs.test_cube,0.867,0.89275,0.932,2.129,2.15325,2.176,2.4119294315317834
test_userlist.py,UserListTest.test_getslice,0.853,0.85825,0.865,2.016,2.03175,2.067,2.367317215263618
test_set.py,TestSetSubclass.test_difference_update,0.868,0.883,0.908,2.003,2.0252499999999998,2.059,2.293601359003397
test_complex.py,ComplexTest.test_pow_with_small_integer_exponents,0.872,0.88225,0.887,1.925,1.9755,2.002,2.2391612354774724
test_set.py,TestSet.test_difference_update,0.873,0.87575,0.88,1.873,1.90725,1.936,2.1778475592349413
test_int.py,IntTestCases.test_basic,0.862,0.87975,0.906,1.863,1.894,1.908,2.152884342142654
test_set.py,TestFrozenSetSubclass.test_union,0.852,0.8605,0.87,1.785,1.793,1.81,2.083672283556072
test_set.py,TestSetSubclass.test_update,0.854,0.885,0.919,1.815,1.8345,1.872,2.0728813559322035
test_set.py,TestFrozenSet.test_union,0.872,0.88475,0.898,1.8,1.8315000000000001,1.873,2.0700762927380616
test_set.py,TestSet.test_update,0.858,0.8835,0.903,1.792,1.82775,1.86,2.068760611205433
test_list.py,ListTest.test_setslice,0.862,0.873,0.888,1.798,1.80475,1.809,2.0672966781214206
test_userlist.py,UserListTest.test_addmul,0.856,0.86375,0.878,1.773,1.7825,1.796,2.0636758321273514
test_tuple.py,TupleTest.test_repr_large,0.916,0.9237500000000001,0.942,1.89,1.90375,1.912,2.060893098782138
test_complex.py,ComplexTest.test_pow,0.847,0.85675,0.863,1.736,1.76525,1.803,2.0604026845637584
test_set.py,TestFrozenSetSubclass.test_difference,0.881,0.89025,0.9,1.808,1.83425,1.867,2.060376298792474
test_set.py,TestFrozenSet.test_difference,0.875,0.8835,0.896,1.787,1.81525,1.838,2.0546123372948504
test_list.py,ListTest.test_repr_large,0.911,0.9217500000000001,0.93,1.87,1.8845,1.901,2.0444806075400055
test_set.py,TestSetSubclass.test_intersection_update,0.866,0.8805000000000001,0.891,1.683,1.71425,1.739,1.9469051675184554
test_set.py,TestOnlySetsOperator.test_intersection,0.435,0.993,1.214,1.817,1.92075,1.998,1.9342900302114803
test_set.py,TestFrozenSet.test_symmetric_difference,0.863,0.881,0.919,1.657,1.69275,1.743,1.9213961407491487
test_list.py,ListTest.test_tier2_invalidates_iterator,0.85,0.86225,0.883,1.637,1.6524999999999999,1.67,1.9164975355175413
test_set.py,TestSet.test_intersection_update,0.871,0.885,0.902,1.682,1.68425,1.689,1.9031073446327684
test_set.py,TestSetSubclass.test_difference,0.868,0.8845000000000001,0.917,1.666,1.68,1.72,1.8993781797625775
test_complex.py,ComplexTest.test_abs,0.85,0.863,0.895,1.621,1.6320000000000001,1.639,1.8910776361529549
test_set.py,TestBasicOpsSingleton.test_equivalent_equality,0.204,0.71325,0.897,1.282,1.3479999999999999,1.382,1.8899404135997193
test_set.py,TestFrozenSetSubclass.test_symmetric_difference,0.857,0.87275,0.907,1.619,1.638,1.665,1.876826124319679
test_set.py,TestSetSubclass.test_symmetric_difference,0.861,0.87975,0.915,1.618,1.64925,1.671,1.8746803069053708
test_list.py,ListTest.test_count,0.852,0.8594999999999999,0.866,1.591,1.60825,1.623,1.8711460151250727
test_contextlib.py,TestAbstractContextManager.test_structural_subclassing,0.844,0.85625,0.869,1.587,1.591,1.597,1.858102189781022
test_tuple.py,TupleTest.test_count,0.854,0.86975,0.898,1.583,1.6087500000000001,1.639,1.849669445242886
test_float.py,HexFloatTestCase.test_whitespace,0.846,0.86,0.88,1.578,1.586,1.6,1.844186046511628
test_float.py,HexFloatTestCase.test_from_hex,0.845,0.862,0.888,1.562,1.5835,1.605,1.8370069605568444
test_set.py,TestOnlySetsNumeric.test_intersection_update,0.182,0.7145,0.9,1.281,1.3115,1.354,1.8355493351994403
test_set.py,TestOnlySetsOperator.test_ge_gt_le_lt,0.313,0.987,1.26,1.378,1.804,2.027,1.827760891590679
test_set.py,TestSet.test_difference,0.872,0.9025,0.944,1.61,1.63775,1.668,1.8146814404432134
test_set.py,TestBasicOpsBytes.test_empty_intersection,0.186,0.719,0.911,1.281,1.302,1.347,1.8108484005563283
test_list.py,ListTest.test_addmul,0.848,0.86325,0.88,1.559,1.563,1.571,1.8105994787141617
test_set.py,TestBasicOpsString.test_empty_isdisjoint,0.203,0.71,0.909,1.27,1.28425,1.297,1.8088028169014083
test_tuple.py,TupleTest.test_addmul,0.845,0.85825,0.87,1.532,1.548,1.557,1.8036702592484708
test_set.py,TestSetSubclass.test_union,0.87,0.89525,0.922,1.587,1.6105,1.662,1.7989388438983525
test_generators.py,ExceptionTest.test_nested_gen_except_loop,0.858,0.8825000000000001,0.921,1.559,1.584,1.608,1.794900849858357
test_with.py,AssignmentTargetTestCase.testMultipleComplexTargets,0.853,0.85775,0.871,1.532,1.53925,1.546,1.7945205479452055
test_math.py,MathTests.testPow,0.901,0.914,0.928,1.579,1.63475,1.67,1.7885667396061267
test_set.py,TestOnlySetsNumeric.test_update_operator,0.882,1.083,1.196,1.888,1.924,1.979,1.7765466297322252
test_set.py,TestSet.test_symmetric_difference,0.86,0.872,0.885,1.529,1.54875,1.57,1.7760894495412844
test_itertools.py,TestBasicOps.test_filterfalse,0.905,0.9135,0.917,1.606,1.6205,1.644,1.7739463601532568
test_dict.py,GeneralMappingTests.test_write,0.178,0.679,0.879,0.678,1.20125,1.392,1.769145802650957
test_dict.py,DictTest.test_reentrant_insertion,0.851,0.8645,0.881,1.526,1.529,1.535,1.7686524002313475
test_set.py,TestSetSubclass.test_symmetric_difference_update,0.882,0.9015,0.924,1.565,1.5915,1.627,1.7653910149750416
test_list.py,ListTest.test_count_index_remove_crashes,0.855,0.8645,0.873,1.514,1.5242499999999999,1.543,1.7631578947368418
test_range.py,RangeTest.test_slice,0.86,0.8935,0.928,1.544,1.567,1.605,1.7537772803581422
test_heapq.py,TestErrorHandlingPython.test_heappop_mutating_heap,0.855,0.86825,0.884,1.489,1.52,1.542,1.750647854880507
test_set.py,TestSet.test_union,0.858,0.896,0.913,1.536,1.55975,1.595,1.7407924107142856
test_collections.py,TestCollectionABCs.test_issue26915,0.865,0.87525,0.888,1.499,1.522,1.538,1.7389317337903456
test_with.py,AssignmentTargetTestCase.testSingleComplexTarget,0.852,0.86175,0.871,1.471,1.4975,1.518,1.737742964897012
test_set.py,TestOnlySetsOperator.test_difference,1.194,1.29375,1.431,1.436,2.23425,2.981,1.7269565217391303
test_set.py,TestFrozenSetSubclass.test_contains,0.865,0.89575,0.941,1.498,1.542,1.585,1.721462461624337
test_set.py,TestSetSubclass.test_contains,0.869,0.88275,0.902,1.502,1.5155,1.524,1.716794109317474
test_collections.py,TestCollectionABCs.test_MutableSequence_mixins,0.847,0.8685,0.9,1.456,1.4842499999999998,1.505,1.7089810017271154
test_collections.py,TestChainMap.test_new_child,0.861,0.891,0.915,1.493,1.5205,1.556,1.7065095398428731
test_float.py,ReprTestCase.test_short_repr,0.852,0.8605,0.872,1.444,1.46375,1.478,1.701045903544451
test_set.py,TestWeirdBugs.test_iter_and_mutate,0.865,0.87975,0.895,1.386,1.4949999999999999,1.797,1.699346405228758
test_ordered_dict.py,CPythonOrderedDictTests.test_setitem,0.857,0.90375,0.928,1.296,1.53375,2.169,1.697095435684647
test_set.py,TestFrozenSet.test_contains,0.868,0.883,0.911,1.468,1.482,1.502,1.6783691959229898
test_set.py,TestSet.test_symmetric_difference_update,0.872,0.882,0.891,1.472,1.4797500000000001,1.489,1.6777210884353744
test_heapq.py,TestErrorHandlingPython.test_heappush_mutating_heap,0.863,0.90525,0.931,1.482,1.51875,1.539,1.6777133388566694
test_dict.py,DictTest.test_popitem,0.847,0.8554999999999999,0.861,1.423,1.4344999999999999,1.46,1.6767971946230276
test_collections.py,TestCollectionABCs.test_equality_Set,0.86,0.88675,0.917,1.466,1.48425,1.502,1.6738088525514518
test_set.py,TestSet.test_contains,0.884,0.896,0.921,1.489,1.49275,1.497,1.666015625
test_set.py,TestOnlySetsOperator.test_difference_update_operator,1.113,1.20475,1.284,1.91,2.005,2.197,1.6642456941274122
test_contextlib.py,TestContextDecorator.test_contextdecorator_as_mixin,0.846,0.8534999999999999,0.864,1.411,1.419,1.432,1.662565905096661
test_userdict.py,UserDictTest.test_read,0.861,0.87225,0.882,1.43,1.44775,1.469,1.659787904843795
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_override_update,0.855,0.862,0.865,1.42,1.4297499999999999,1.447,1.6586426914153132
test_bool.py,BoolTest.test_interpreter_convert_to_bool_raises,0.85,0.858,0.872,1.407,1.423,1.436,1.6585081585081587
test_collections.py,TestChainMap.test_missing,0.849,0.88775,0.962,1.442,1.46325,1.495,1.64826809349479
test_math.py,MathTests.testLdexp,0.9,0.9127500000000001,0.923,1.498,1.501,1.505,1.6444809641194191
test_complex.py,ComplexTest.test_constructor_from_string,0.856,0.86575,0.876,1.408,1.4172500000000001,1.437,1.6370199249205892
test_set.py,TestOnlySetsOperator.test_sym_difference_update,1.182,1.2665,1.336,1.871,2.07225,2.18,1.6362021318594553
test_set.py,TestFrozenSet.test_and,0.863,0.872,0.879,1.406,1.426,1.441,1.635321100917431
test_math.py,MathTests.testAtan2,0.854,0.8865000000000001,0.918,1.36,1.4472500000000001,1.499,1.6325437112239143
test_tuple.py,TupleTest.test_iadd,0.846,0.85475,0.861,1.279,1.3904999999999998,1.714,1.626791459491079
test_dict.py,SubclassMappingTests.test_write,0.871,0.88975,0.91,1.385,1.4435,1.481,1.622365833099185
test_collections.py,TestCollectionABCs.test_arithmetic_Set,0.85,0.86125,0.883,1.369,1.3952499999999999,1.424,1.6200290275761973
test_iter.py,TestCase.test_nested_comprehensions_iter,0.851,0.856,0.868,1.361,1.38525,1.408,1.618282710280374
test_operator.py,PyOperatorTestCase.test_bitwise_xor,0.862,0.88675,0.937,1.324,1.43425,1.704,1.6174231745136736
test_operator.py,PyOperatorTestCase.test_eq,0.858,0.873,0.904,1.39,1.4085,1.429,1.6134020618556701
test_set.py,TestOnlySetsOperator.test_intersection_update,1.155,1.21225,1.28,1.816,1.95475,2.021,1.6124974221488966
test_iter.py,TestCase.test_iter_independence,0.852,0.86625,0.89,1.365,1.39625,1.453,1.6118326118326118
test_iter.py,TestCase.test_exception_sequence,0.855,0.86725,0.872,1.376,1.3977499999999998,1.435,1.6117036609974054
test_userlist.py,UserListTest.test_extendedslicing,0.85,0.87025,0.894,1.382,1.40075,1.425,1.6095949439816144
test_math.py,MathTests.test_nextafter,0.857,0.90925,0.952,1.405,1.463,1.539,1.6090184217761891
test_set.py,TestBinaryOps.test_isdisjoint_overlap,0.852,0.8545,0.856,1.272,1.37425,1.651,1.6082504388531305
test_collections.py,TestCollectionABCs.test_issue_4920,0.854,0.8605,0.868,1.342,1.3825,1.41,1.6066240557815223
test_collections.py,TestOneTrickPonyABCs.test_Callable,0.849,0.86425,0.893,1.356,1.38825,1.403,1.606306045704368
test_collections.py,TestCollectionABCs.test_MutableSet,0.877,0.88275,0.89,1.398,1.417,1.427,1.6052109883885584
test_list.py,ListTest.test_getslice,0.846,0.863,0.884,1.378,1.38475,1.391,1.604577056778679
test_collections.py,TestCollectionABCs.test_issue8750,0.863,0.87875,0.916,1.39,1.41,1.459,1.6045519203413938
test_tuple.py,TupleTest.test_getslice,0.855,0.859,0.865,1.363,1.3755,1.396,1.6012805587892898
test_ordered_dict.py,CPythonOrderedDictTests.test_override_update,0.874,0.8845000000000001,0.908,1.389,1.41625,1.432,1.6011871113623515
test_set.py,TestFrozenSetSubclass.test_and,0.863,0.8845000000000001,0.915,1.384,1.415,1.456,1.5997738835500281
test_ordered_dict.py,CPythonSubclassMappingTests.test_write,0.886,0.91025,0.933,1.385,1.455,1.657,1.5984619609997255
test_set.py,TestFrozenSet.test_or,0.867,0.87975,0.916,1.39,1.406,1.427,1.5981813015061095
test_ordered_dict.py,CPythonGeneralMappingTests.test_write,0.87,0.88375,0.896,1.385,1.41175,1.449,1.5974540311173975
test_heapq.py,TestErrorHandlingPython.test_non_sequence,0.855,0.87,0.877,1.345,1.388,1.419,1.5954022988505745
test_list.py,ListTest.test_getitem,0.849,0.85675,0.87,1.358,1.36575,1.379,1.5941056317478846
test_collections.py,TestUserObjects.test_dict_missing,0.851,0.86125,0.882,1.349,1.37175,1.383,1.5927431059506532
test_collections.py,TestCollectionABCs.test_isdisjoint_Set,0.862,0.8955,0.928,1.402,1.42625,1.448,1.5926856504745952
test_ordered_dict.py,CPythonBuiltinDictTests.test_override_update,0.863,0.8714999999999999,0.884,1.376,1.3864999999999998,1.411,1.5909351692484222
test_iter.py,TestCase.test_nested_comprehensions_for,0.856,0.87575,0.898,1.363,1.392,1.432,1.5894947188124464
test_ordered_dict.py,CSimpleLRUCacheTests.test_pop,0.875,0.88375,0.904,1.394,1.4035,1.415,1.588118811881188
test_with.py,FailureTestCase.testEnterThrows,0.847,0.8605,0.872,1.356,1.36475,1.38,1.5859965136548517
test_itertools.py,TestExamples.test_islice,0.851,0.88325,0.916,1.396,1.40075,1.409,1.585904330597226
test_itertools.py,TestBasicOps.test_zip,0.865,0.89425,0.907,1.406,1.4175,1.423,1.5851272015655578
test_dict.py,DictTest.test_splittable_del,0.843,0.85525,0.868,1.339,1.35525,1.389,1.5846243788365977
test_ordered_dict.py,CPythonOrderedDictTests.test_move_to_end,0.867,0.86975,0.876,1.364,1.3775,1.416,1.583788444955447
test_math.py,MathTests.testExp,0.855,0.874,0.89,1.309,1.38375,1.43,1.583237986270023
test_set.py,TestFrozenSet.test_xor,0.867,0.885,0.906,1.369,1.40075,1.42,1.5827683615819208
test_with.py,FailureTestCase.testExitThrows,0.848,0.858,0.874,1.347,1.35775,1.369,1.5824592074592074
test_dict.py,DictTest.test_dictitems_contains_use_after_free,0.851,0.86,0.874,1.346,1.35975,1.389,1.5811046511627906
test_set.py,TestFrozenSet.test_equality,0.868,0.87675,0.898,1.361,1.38575,1.426,1.5805531793555745
test_set.py,TestBasicOpsBytes.test_equivalent_equality,0.18,0.72575,0.936,0.641,1.146,1.4,1.5790561488115742
test_collections.py,TestCollectionABCs.test_MutableMapping,0.856,0.87475,0.906,1.351,1.381,1.401,1.5787367819376965
test_set.py,TestOnlySetsOperator.test_eq_ne,1.174,1.24125,1.3,1.779,1.95775,2.052,1.577240684793555
test_int.py,IntTestCases.test_int_base_limits,0.857,0.879,0.906,1.361,1.3860000000000001,1.416,1.5767918088737203
test_ordered_dict.py,CPythonOrderedDictTests.test_overridden_init,0.872,0.89225,0.924,1.383,1.4057499999999998,1.456,1.575511347716447
test_with.py,NestedNonexceptionalTestCase.testSingleArgBoundToSingleElementParenthesizedList,0.849,0.85875,0.874,1.323,1.3525,1.376,1.5749636098981077
test_operator.py,PyOperatorTestCase.test___all__,0.863,0.891,0.927,1.382,1.4032499999999999,1.422,1.5749158249158248
test_tuple.py,TupleTest.test_tupleresizebug,0.853,0.86075,0.87,1.329,1.35375,1.369,1.5727563171652628
test_itertools.py,TestVariousIteratorArgs.test_accumulate,0.918,0.933,0.942,1.447,1.4655,1.479,1.5707395498392283
test_contextlib.py,NullcontextTestCase.test_nullcontext,0.849,0.853,0.86,1.328,1.33975,1.349,1.5706330597889802
test_set.py,TestFrozenSetSubclass.test_sub,0.851,0.85825,0.862,1.309,1.34775,1.364,1.570346635595689
test_with.py,ExitSwallowsExceptionTestCase.testExitFalseDoesntSwallowException,0.849,0.857,0.872,1.334,1.3455,1.356,1.5700116686114352
test_ordered_dict.py,CPythonGeneralMappingTests.test_read,0.873,0.903,0.944,1.389,1.4172500000000001,1.455,1.5694905869324476
test_with.py,NestedNonexceptionalTestCase.testMultipleArgUnbound,0.852,0.861,0.869,1.336,1.35125,1.36,1.5693960511033682
test_dict.py,DictTest.test_splittable_pop_pending,0.85,0.86375,0.895,1.337,1.3547500000000001,1.372,1.568451519536903
test_complex.py,ComplexTest.test_repr_str,0.853,0.8645,0.883,1.33,1.35575,1.386,1.5682475419317523
test_collections.py,TestChainMap.test_iter_not_calling_getitem_on_maps,0.847,0.8825,0.946,1.375,1.3835,1.389,1.5677053824362606
test_list.py,ListTest.test_lt_operator_modifying_operand,0.852,0.869,0.906,1.359,1.362,1.369,1.567318757192175
test_itertools.py,TestBasicOps.test_chain,0.901,0.9087500000000001,0.916,1.409,1.42425,1.44,1.5672627235213203
test_collections.py,TestNamedTuple.test_namedtuple_subclass_issue_24931,0.867,0.8825000000000001,0.919,1.363,1.383,1.416,1.5671388101983001
test_list.py,ListTest.test_list_index_modifing_operand,0.847,0.86975,0.886,1.349,1.3625,1.368,1.5665421098016672
test_with.py,ExceptionalTestCase.testRaisedGeneratorExit2,0.847,0.85925,0.877,1.338,1.346,1.361,1.5664823974396278
test_set.py,TestFrozenSet.test_sub,0.87,0.889,0.912,1.369,1.39225,1.421,1.5660854893138358
test_math.py,MathTests.testCbrt,0.905,0.9155,0.941,1.415,1.4332500000000001,1.466,1.5655379574003279
test_set.py,TestOnlySetsOperator.test_sym_difference,1.202,1.25925,1.301,1.826,1.97075,2.036,1.5650188604327973
test_tuple.py,TupleTest.test_getitem,0.847,0.862,0.888,1.336,1.3485,1.358,1.564385150812065
test_operator.py,PyOperatorTestCase.test_call,0.862,0.86775,0.873,1.318,1.3565,1.386,1.5632382598674734
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_reinsert,0.866,0.87775,0.893,1.344,1.3712499999999999,1.396,1.562232982056394
test_set.py,TestFrozenSet.test_sub_and_super,0.865,0.87875,0.902,1.35,1.37225,1.384,1.5615931721194878
test_dict.py,DictTest.test_splittable_pop,0.859,0.8654999999999999,0.872,1.34,1.3507500000000001,1.36,1.5606585788561527
test_dict.py,DictTest.test_splittable_popitem,0.845,0.85875,0.88,1.331,1.34,1.354,1.5604075691411936
test_dict.py,GeneralMappingTests.test_read,0.85,0.85625,0.866,1.32,1.336,1.351,1.56029197080292
test_dict.py,DictTest.test_splittable_setdefault,0.85,0.85675,0.868,1.334,1.3365,1.342,1.5599649839509775
test_math.py,MathTests.testFmod,0.855,0.8835,0.908,1.334,1.3780000000000001,1.424,1.5597057159026602
test_collections.py,TestCounter.test_unary,0.868,0.88675,0.919,1.35,1.383,1.426,1.5596278545249507
test_set.py,TestSetSubclass.test_and,0.869,0.8725,0.878,1.326,1.3605,1.402,1.5593123209169053
test_userlist.py,UserListTest.test_getitemoverwriteiter,0.855,0.8714999999999999,0.882,1.348,1.3587500000000001,1.382,1.5590935169248425
test_tuple.py,TupleTest.test_getitemoverwriteiter,0.852,0.85875,0.871,1.335,1.3385,1.343,1.558660844250364
test_math.py,MathTests.testAtanh,0.854,0.89575,0.953,1.368,1.396,1.437,1.5584705554005023
test_iter.py,TestCase.test_new_style_iter_class,0.869,0.89075,0.908,1.365,1.3875,1.41,1.5576761156328935
test_list.py,ListTest.test_subscript,0.854,0.86125,0.87,1.323,1.3415,1.365,1.5576197387518143
test_with.py,ExitSwallowsExceptionTestCase.testExitTrueSwallowsException,0.851,0.864,0.883,1.331,1.34575,1.364,1.5575810185185186
test_range.py,RangeTest.test_large_range,0.868,0.89,0.911,1.363,1.3855,1.402,1.5567415730337077
test_float.py,InfNanTest.test_inf_from_str,0.851,0.87,0.886,1.347,1.354,1.372,1.5563218390804598
test_range.py,RangeTest.test_range,0.867,0.8815,0.904,1.323,1.3715,1.433,1.5558706749858195
test_sort.py,TestDecorateSortUndecorate.test_key_with_mutating_del_and_exception,0.86,0.9065000000000001,0.934,1.37,1.4085,1.443,1.5537782680639822
test_contextlib.py,TestAbstractContextManager.test_enter,0.847,0.861,0.877,1.325,1.33775,1.358,1.5537166085946574
test_sys.py,SysModuleTest.test_module_names,0.846,0.88775,0.912,1.355,1.3784999999999998,1.41,1.5528020275978596
test_collections.py,TestCounter.test_helper_function,0.855,0.87125,0.9,1.332,1.3505,1.378,1.550071736011478
test_set.py,TestIdentities.test_exclusion,0.863,0.8734999999999999,0.891,1.327,1.35375,1.381,1.5497996565540928
test_ordered_dict.py,CPythonOrderedDictTests.test_reinsert,0.895,0.90625,0.933,1.322,1.4045,1.565,1.549793103448276
test_ordered_dict.py,CPythonOrderedDictSubclassTests.test_overridden_init,0.875,0.89425,0.912,1.364,1.38575,1.401,1.549622588761532
test_with.py,NonexceptionalTestCase.testNestedSingleStatements,0.845,0.854,0.868,1.314,1.32325,1.327,1.549473067915691
test_dict.py,DictTest.test_copy_noncompact,0.85,0.86675,0.885,1.333,1.34275,1.353,1.5491779636573408
test_collections.py,TestChainMap.test_dict_coercion,0.849,0.8634999999999999,0.869,1.309,1.33725,1.364,1.5486392588303417
test_with.py,NestedNonexceptionalTestCase.testMultipleArgBound,0.843,0.861,0.89,1.312,1.33325,1.352,1.5484901277584204
test_set.py,TestSetSubclass.test_or,0.866,0.879,0.911,1.326,1.36075,1.393,1.54806598407281
test_userlist.py,UserListTest.test_delslice,0.853,0.87975,0.917,1.33,1.3615,1.394,1.5475987496447854
test_userdict.py,UserDictTest.test_get,0.858,0.88175,0.908,1.327,1.36425,1.41,1.5472072582931669
test_set.py,TestOnlySetsOperator.test_union,1.251,1.28425,1.335,1.952,1.98675,2.033,1.5470118746350012
test_collections.py,TestUserObjects.test_dict_protocol,0.873,0.8955,0.911,1.272,1.385,1.693,1.5466219988833054
test_set.py,TestOnlySetsOperator.test_update_operator,1.192,1.27,1.398,1.913,1.964,2.026,1.5464566929133858
test_complex.py,ComplexTest.test_truediv_zero_division,0.852,0.8585,0.869,1.303,1.3265,1.339,1.5451368666278391
test_set.py,TestFrozenSet.test_uniquification,0.866,0.88525,0.912,1.345,1.3672499999999999,1.386,1.544478960745552
test_math.py,MathTests.testLog10,0.854,0.89025,0.922,1.324,1.3745,1.407,1.5439483291210334
test_operator.py,PyOperatorTestCase.test_is_not,0.543,0.5862499999999999,0.635,0.609,0.905,1.016,1.543710021321962
test_itertools.py,TestExamples.test_permutations,0.86,0.89825,0.914,1.373,1.38625,1.405,1.5432785972724743
test_list.py,ListTest.test_getitemoverwriteiter,0.854,0.86625,0.886,1.33,1.336,1.339,1.5422799422799425
test_int.py,IntStrDigitLimitsTests.test_int_from_other_bases,0.861,0.88075,0.919,1.336,1.35775,1.386,1.5415838773772352
test_operator.py,PyOperatorTestCase.test_countOf,0.855,0.873,0.906,1.325,1.34575,1.386,1.5415234822451318
test_set.py,TestBasicOpsEmpty.test_repr,0.853,0.8815,0.915,1.326,1.3587500000000001,1.394,1.541406693136699
